original	target	ner_tag
历山阳平原平昌琅邪太守	历山阳、平原、平昌、琅邪太守。	[13, 13, 8, 13, 8, 13, 8, 13, 13, 13, 0]
匈奴敛税重刻诸国不堪命建武中皆遣使求内属愿请都护	匈奴敛税重刻，诸国不堪命，建武中，皆遣使求内属，愿请都护。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
为瀛州史日新过岁京中数人附书曰改年多感敬想同之	为瀛州史日，新过岁，京中数人附书曰：改年多感，敬想同之。	[13, 13, 13, 13, 2, 13, 13, 2, 13, 13, 13, 13, 13, 13, 3, 13, 13, 13, 2, 13, 13, 13, 0]
以状牒知任为公验	以状牒知，任为公验。	[13, 13, 13, 2, 13, 13, 13, 0]
志想象犹吾心也吾于何逃声哉	志想象犹吾心也。吾于何逃声哉？	[13, 13, 13, 13, 13, 13, 0, 13, 13, 13, 13, 13, 9]
自武帝末用法深	自武帝末，用法深。	[13, 13, 13, 2, 13, 13, 0]
陈自强纳曦厚赂阴赞侂胄遂命曦兴州驻紥御前诸军都统制兼知兴州利州西路安抚使	陈自强纳曦厚赂，阴赞侂胄，遂命曦兴州驻紥御前诸军都统制，兼知兴州、利州西路安抚使。	[13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 8, 13, 13, 13, 13, 13, 13, 0]
晋文公攘戎翟居于西河圜洛之间号曰赤翟白翟	晋文公攘戎翟，居于西河圜、洛之间，号曰赤翟、白翟。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 8, 13, 13, 2, 13, 13, 13, 8, 13, 0]
且秦以不闻其过亡天下李斯之分过又何足法哉	且秦以不闻其过亡天下，李斯之分过，又何足法哉。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
其使入谢仍以金馈卒言于朝而返之	其使入谢，仍以金馈，卒言于朝而返之。	[13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 0]
乃践棘而登洞门岈然其中高穹而上深坠而下纵横成峡层叠为楼不甚宽宏而以危峻逼裂见奇者也	乃践棘而登，洞门岈然，其中高穹而上，深坠而下，纵横成峡，层叠为楼，不甚宽宏，而以危峻逼裂见奇者也。	[13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 0]
杜邺字子夏本魏郡繁阳人也	杜邺字子夏，本魏郡繁阳人也。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 0]
宋主相韩侂胄	宋主相韩侂胄。	[13, 13, 13, 13, 13, 0]
上谓李泌曰郜国已老升年少何为如是	上谓李泌曰：郜国已老，升年少，何为如是！	[13, 13, 13, 13, 3, 13, 13, 13, 2, 13, 13, 2, 13, 13, 13, 12]
愈荐为国子博士	愈荐为国子博士。	[13, 13, 13, 13, 13, 13, 0]
吾贫也非病也子贡惭终身耻其言之过子贡行贩与时转货	吾贫也，非病也。子贡惭，终身耻其言之过。子贡行贩，与时转货。	[13, 13, 2, 13, 13, 0, 13, 13, 2, 13, 13, 13, 13, 13, 13, 0, 13, 13, 13, 2, 13, 13, 13, 0]
三年转太子詹事师给事如故	三年，转太子詹事，师、给事如故。	[13, 2, 13, 13, 13, 13, 2, 8, 13, 13, 13, 0]
还命巡河南陕西	还，命巡河南、陕西。	[2, 13, 13, 13, 8, 13, 0]
论曰古者郭厖善恶易分	论曰：古者郭厖，善恶易分。	[13, 3, 13, 13, 13, 2, 13, 13, 13, 0]
道琛保任孝城自称领军将军福信称霜岑将军告仁轨曰闻唐与新罗约破百济无老孺皆杀之畀以国	道琛保任孝城，自称领军将军，福信称霜岑将军，告仁轨曰：闻唐与新罗约，破百济，无老孺皆杀之；畀以国。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 3, 13, 13, 13, 13, 13, 2, 13, 13, 2, 13, 13, 13, 13, 13, 1, 13, 13, 0]
主者具行备	主者具行备。	[13, 13, 13, 13, 0]
郭崇韬伐蜀荐宪可任为相而宦官伶人不欲宪在朝廷枢密承旨段徊曰宰相在天子面前事有非是尚可改作一方之任苟非其人则为患不细	郭崇韬伐蜀，荐宪可任为相，而宦官、伶人不欲宪在朝廷，枢密承旨段徊曰：宰相在天子面前，事有非是，尚可改作，一方之任，苟非其人，则为患不细。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 8, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 3, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 0]
大国无厌鄙我犹憾	大国无厌，鄙我犹憾。	[13, 13, 13, 2, 13, 13, 13, 0]
桓灵颇增于前复置六郡	桓灵颇增于前，复置六郡。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
江南十一户江北五户养马一复其身	江南十一户，江北五户养马一，复其身。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 0]
为治何由而教化各异皆脩何政而能致于立德施而不报乎	为治何由而教化各异；皆脩何政而能致于立德，施而不报乎？	[13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 9]
延入脱衣去帽遽向靖拜靖惊答之再叩来意曰妾侍杨司空久阅天下之人多矣无如公者故来相就耳	延入，脱衣去帽，遽向靖拜，靖惊答之，再叩来意，曰：妾侍杨司空久，阅天下之人多矣，无如公者，故来相就耳。	[13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 3, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 0]
久之为济南尹上疏曰刑罚世轻世重自汉文除肉刑罪至徒者带鐐居役岁满释之家无兼丁者加杖准徒	久之，为济南尹，上疏曰：刑罚世轻世重，自汉文除肉刑，罪至徒者带鐐居役，岁满释之，家无兼丁者，加杖准徒。	[13, 2, 13, 13, 13, 2, 13, 13, 3, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 0]
于是会稽等郡尽杀敏诸弟	于是会稽等郡尽杀敏诸弟。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 0]
况宝石珠玑多藏中贵家求之愈急邀直愈多奈何以有用财耗之无用之物	况宝石珠玑，多藏中贵家，求之愈急，邀直愈多，奈何以有用财，耗之无用之物。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
大清堡守将徐颢诱杀泰宁卫九人	大清堡守将徐颢诱杀泰宁卫九人。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 0]
是月颍州大水徐州白沟溢入城	是月，颍州大水，徐州白沟溢入城。	[13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 0]
可大赦天下	可大赦天下。	[13, 13, 13, 13, 0]
故王公妾子服其所生母练冠麻衣既葬而除	故王公妾子服其所生母，练冠麻衣，既葬而除。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
瑗卒朝廷以其子慧度为交州刺史	瑗卒，朝廷以其子慧度为交州刺史。	[13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 0]
上益厌元载所为思得士大夫之不阿附者为腹心渐收载权	上益厌元载所为，思得士大夫之不阿附者为腹心，渐收载权。	[13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
庚申幸中书省	庚申，幸中书省。	[13, 2, 13, 13, 13, 0]
势不求周流举而不几其成亡	势不求周流，举而不几其成，亡。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 0]
又有弹琴诗云昔年刚笑卓文君岂信丝桐解误身	又有《弹琴诗》云：昔年刚笑卓文君，岂信丝桐解误身。	[13, 10, 13, 13, 11, 3, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 0]
骨癫疾者顑齿诸腧分肉皆满而骨居汗出烦悗呕多沃沫气下泄不治	骨癫疾者，顑、齿诸腧、分肉皆满而骨居，汗出、烦悗，呕多沃沫，气下泄，不治。	[13, 13, 13, 2, 8, 13, 13, 8, 13, 13, 13, 13, 13, 13, 2, 13, 8, 13, 2, 13, 13, 13, 2, 13, 13, 2, 13, 0]
匈奴日以骄岁入边杀略人民甚众云中辽东最甚郡万余人	匈奴日以骄，岁入边，杀略人民甚众，云中、辽东最甚，郡万余人。	[13, 13, 13, 13, 2, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 8, 13, 13, 13, 2, 13, 13, 13, 0]
其徒既谗间安童罢相即使鹰监奏曰自纥石里去工部侍郎不给鹰食鹰且瘦死	其徒既谗间安童罢相，即使鹰监奏曰：自纥石里去，工部侍郎不给鹰食，鹰且瘦死。	[13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 3, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
乃举遵能治三辅剧县补郁夷令	乃举遵能治三辅剧县，补郁夷令。	[13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
师逊等初知贡举即语人曰吾曹可以富贵矣及廷试桧又奏思退为编排师逊为详定	师逊等初知贡举，即语人曰：吾曹可以富贵矣。及廷试，桧又奏思退为编排，师逊为详定。	[13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 3, 13, 13, 13, 13, 13, 13, 0, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
此必讹言也不宜令上城重惊百姓	此必讹言也，不宜令上城，重惊百姓。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 0]
孝悌母骆诣登闻诉称孝悌为道优所诽谤横劾为劫一百七十三人连名保征在所不为申理	孝悌母骆诣登闻诉称孝悌为道优所诽谤，横劾为劫，一百七十三人连名保征，在所不为申理。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
乾坤永清共乐太平	乾坤永清，共乐太平。	[13, 13, 13, 2, 13, 13, 13, 0]
侯师圣云子思之忠恕施诸己而不愿亦勿施于人	侯师圣云：子思之忠恕，施诸己而不愿，亦勿施于人。	[13, 13, 13, 3, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
病辄改易进退低昂心迷意惑动失纪纲	病辄改易，进退低昂。心迷意惑，动失纪纲。	[13, 13, 13, 2, 13, 13, 13, 0, 13, 13, 13, 2, 13, 13, 13, 0]
成化元年二月彗星见	成化元年二月，彗星见。	[13, 13, 13, 13, 13, 2, 13, 13, 0]
又言安山至临清为渠二百六十五里	又言：安山至临清，为渠二百六十五里。	[13, 3, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 0]
德玄不能对	德玄不能对。	[13, 13, 13, 13, 0]
为有司所纠并穷其前后赃罪坐以伏法	为有司所纠，并穷其前后赃罪，坐以伏法。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
至则下诏狱酷讯许显纯诬以受杨镐熊廷弼贿涟等初不承已而恐以不承为酷刑所毙冀下法司得少缓死为后图	至则下诏狱酷讯。许显纯诬以受杨镐、熊廷弼贿，涟等初不承，已而恐以不承为酷刑所毙，冀下法司，得少缓死为后图。	[13, 13, 13, 13, 13, 13, 0, 13, 13, 13, 13, 13, 13, 13, 8, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 0]
十年迁太常常侍如故	十年，迁太常，常侍如故。	[13, 2, 13, 13, 2, 13, 13, 13, 0]
祖愚洪武时为燕府左相改授燕山中护卫指挥使传子肃	祖愚，洪武时为燕府左相，改授燕山中护卫指挥使。传子肃。	[13, 2, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 0, 13, 13, 0]
奏令苏州诸府拨余米一二万石连扬州盐场听抵明年田租灶户得纳盐给米	奏令苏州诸府，拨余米一二万石连扬州盐场，听抵明年田租，灶户得纳盐给米。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 0]
由此论之职名中正实为奸府事名九品而有八损古今之失莫大于此	由此论之，职名中正，实为奸府；事名九品，而有八损。古今之失，莫大于此！	[13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 1, 13, 13, 13, 2, 13, 13, 13, 0, 13, 13, 13, 2, 13, 13, 13, 12]
向使朕科唤不已虽数资赏赐亦不如不得	向使朕科唤不已，虽数资赏赐，亦不如不得。	[13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
商征既定又依琴五调调声之法以均乐器然后错采众声以文饰之若事有乖此声则不和	商、征既定，又依琴五调调声之法以均乐器，然后错采众声以文饰之，若事有乖此，声则不和。	[8, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 0]
上曰见得合达亦止此而已往复迟滞转致误事	上曰：见得合达亦止此而已，往复迟滞，转致误事。	[13, 3, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
越三日释之削宫保改工部	越三日释之，削宫保，改工部。	[13, 13, 13, 13, 2, 13, 13, 2, 13, 13, 0]
四月魏兴陷贼聚广陵三河众五六万	四月，魏兴陷，贼聚广陵、三河，众五六万。	[13, 2, 13, 13, 2, 13, 13, 13, 8, 13, 2, 13, 13, 13, 0]
湘水出零陵始安县阳海山即阳朔山也应劭曰湘出零山盖山之殊名也	湘水出零陵始安县阳海山，即阳朔山也。应劭曰：湘出零山。盖山之殊名也。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0, 13, 13, 3, 13, 13, 13, 0, 13, 13, 13, 13, 13, 0]
至舍因欧血而死	至舍，因欧血而死。	[13, 2, 13, 13, 13, 13, 0]
国家每有吉凶征讨大事无不先咨之月中常有数信时人谓之山中宰相	国家每有吉凶征讨大事，无不先咨之，月中常有数信，时人谓之山中宰相。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 0]
乐者圣王之所乐也而可以善民心其感人深其移风易俗故先王导之以礼乐而民和睦	乐者，圣王之所乐也，而可以善民心，其感人深，其移风易俗。故先王导之以礼乐，而民和睦。	[13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 0, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
拘括江南官豪隐匿逃军	拘括江南官豪隐匿逃军。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 0]
辛丑复郡县公田	辛丑，复郡县公田。	[13, 2, 13, 13, 13, 13, 0]
又攻逼新野诏都督魏承祖讨破之	又攻逼新野，诏都督魏承祖讨破之。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 0]
山海经所载玉碧树之类也	《山海经》所载玉碧树之类也。	[13, 13, 11, 13, 13, 13, 13, 13, 13, 13, 0]
及闻大军败王琳乘胜而进周兵乃解	及闻大军败王琳，乘胜而进，周兵乃解。	[13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
夫使孔子名布扬於天下者子贡先後之也	夫使孔子名布扬於天下者，子贡先後之也。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
信宿狱不具吏惧罪守于尸侧	信宿，狱不具。吏惧罪，守于尸侧。	[13, 2, 13, 13, 0, 13, 13, 2, 13, 13, 13, 0]
帝曰此子羸病若此君不能为吾忍邪	帝曰：此子羸病若此，君不能为吾忍邪！	[13, 3, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 12]
梅虫儿茹法珍臧获斯小专制威柄诛剪忠良屠灭卿宰	梅虫儿、茹法珍臧获斯小，专制威柄，诛剪忠良，屠灭卿宰。	[13, 13, 8, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
斯皆祖宗之灵士人之力朕曷足以享斯哉	斯皆祖宗之灵，士人之力，朕曷足以享斯哉！	[13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 12]
御史谢源伍希儒自广东还守仁留之纪功	御史谢源、伍希儒自广东还，守仁留之纪功。	[13, 13, 13, 8, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
梁兵数为建瑭所杀相戒常避史先锋	梁兵数为建瑭所杀，相戒常避史先锋。	[13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 0]
宁王宸濠贪暴俊屡裁抑之	宁王宸濠贪暴，俊屡裁抑之。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
寡人地则犹子亲受顾命以略阳公既居正嫡与公等立而奉之革魏兴周为四海主	寡人地则犹子，亲受顾命，以略阳公既居正嫡，与公等立而奉之，革魏兴周，为四海主。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
望南北峡中水一从梁洞出一从梁洞入	望南北峡中水，一从梁洞出，一从梁洞入。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
曾子问曰亲迎女在涂而婿之父母死如之何	曾子问曰：亲迎，女在涂，而婿之父母死，如之何？	[13, 13, 13, 3, 13, 2, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 9]
遂上屯田奏曰臣所将吏士马牛食所用粮谷茭稾调度甚广难久不解役不息恐生它变为明主忧诚非素定庙胜之册	遂上屯田奏曰：臣所将吏士、马牛食所用粮谷、茭稾，调度甚广，难久不解，役不息，恐生它变，为明主忧，诚非素定庙胜之册。	[13, 13, 13, 13, 13, 3, 13, 13, 13, 13, 8, 13, 13, 13, 13, 13, 13, 8, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 0]
初七日雨色霏霏酿寒殊甚	初七日雨色霏霏，酿寒殊甚。	[13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
会咸病卒武帝以勖律与周汉器合故施用之	会咸病卒，武帝以勖律与周汉器合，故施用之。	[13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
帝惊曰非魅也朕相试耳	帝惊曰：非魅也，朕相试耳。	[13, 13, 3, 13, 13, 2, 13, 13, 13, 0]
年老而任从政其佐亦择壮者参用	年老而任从政，其佐亦择壮者参用。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 0]
追击大破之遂前平代皆豫策也迁南阳太守	追击，大破之，遂前平代，皆豫策也。迁南阳太守。	[13, 2, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0, 13, 13, 13, 13, 0]
会西川节度使陈敬瑄申和亲议时庐携复辅政与豆庐彖皆厚骈乃谲说帝曰陛下初即位遣韩重使南诏将官属留蜀期年费不赀蛮不肯迎	会西川节度使陈敬瑄申和亲议，时庐携复辅政，与豆庐彖皆厚骈，乃谲说帝曰：陛下初即位，遣韩重使南诏，将官属留蜀期年，费不赀，蛮不肯迎。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 3, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 2, 13, 13, 13, 0]
公主降同诣祠堂	公主降，同诣祠堂。	[13, 13, 2, 13, 13, 13, 0]
子子瑗武定末兼武卫将军	子子瑗，武定末，兼武卫将军。	[13, 13, 2, 13, 13, 2, 13, 13, 13, 13, 0]
二十二年公子重耳出亡及柏谷卜适齐楚	二十二年，公子重耳出亡，及柏谷，卜适齐、楚。	[13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 2, 13, 13, 8, 0]
虽有周亲不若仁人万方有罪维予一人	虽有周亲，不若仁人，万方有罪，维予一人。	[13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
欲以复佐上者皆倍其爵赏某县某里某子家食口二人积粟六百石某里某子家食口十人积粟百石	欲以复佐上者，皆倍其爵赏，某县某里某子家食口二人，积粟六百石，某里某子家食口十人，积粟百石。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
遂得免害以鹿车推载母	遂得免害，以鹿车推载母。	[13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
今遣大将军与亡国妇女对辩帷箔之私实则所得者轻虚则所失者重	今遣大将军与亡国妇女对辩帷箔之私，实则所得者轻，虚则所失者重。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
昔战国之时诸候自恃兵强地广互有救援谓此足以传世人莫能危	昔战国之时，诸候自恃兵强地广，互有救援，谓此足以传世，人莫能危。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
安之遂虔启於道俄而雷雨暴至群盗皆溺	安之遂虔启於道，俄而雷雨暴至，群盗皆溺。	[13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
桓氏累世临荆州玄复豪横士民畏之过于仲堪	桓氏累世临荆州，玄复豪横，士民畏之，过于仲堪。	[13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
印池用金广取容	印池用金，广取容。	[13, 13, 13, 2, 13, 13, 0]
眖率略人也乃造逢年曰兵曹李札甚名家也	眖率略人也，乃造逢年曰：兵曹李札，甚名家也。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 3, 13, 13, 13, 2, 13, 13, 13, 0]
